usuario,pelicula1,pelicula2,pelicula3,pelicula4,pelicula5,pelicula6,pelicula7,pelicula8,pelicula9,pelicula10
User22141,5,4,1,6,3,6,7,9,10,6
User22142,4,9,5,3,8,6,6,5,3,2
User22143,5,2,6,10,8,1,7,2,8,2
User22144,1,3,2,9,4,9,7,10,9,1
User22145,7,3,5,5,7,1,5,10,8,6
User22146,10,3,10,4,1,9,7,3,4,6
User22147,5,8,2,7,10,7,8,10,1,2
User22148,9,2,8,9,1,2,8,8,5,5
User22149,1,4,8,1,7,1,5,5,7,10
User22150,9,3,7,2,1,9,3,10,8,2
User22151,2,8,5,3,9,2,7,8,1,5
User22152,8,1,2,7,2,5,10,1,9,5
User22153,1,8,8,8,6,9,1,7,5,9
User22154,8,8,8,4,6,7,10,10,2,4
User22155,10,7,8,6,2,2,4,8,5,10
User22156,7,6,10,6,3,7,3,6,7,5
User22157,10,7,3,5,10,8,5,4,6,10
User22158,8,8,1,5,1,4,2,7,5,1
User22159,10,5,2,2,3,6,6,9,1,7
User22160,5,1,5,3,4,3,9,5,3,2
User22161,1,6,8,7,6,3,7,5,6,3
User22162,8,2,9,1,4,5,9,2,7,9
User22163,9,6,6,2,1,3,9,9,1,7
User22164,8,7,3,9,10,5,4,3,7,10
User22165,4,2,7,10,9,5,2,7,7,10
User22166,7,10,3,4,8,9,9,3,5,9
User22167,6,9,8,3,8,10,8,3,4,10
User22168,3,3,4,7,3,2,4,6,6,10
User22169,5,1,4,5,4,4,6,1,1,4
User22170,6,6,9,10,3,1,5,8,6,1
User22171,6,8,5,7,5,6,7,6,4,10
User22172,10,1,10,1,3,2,4,2,6,4
User22173,7,1,9,1,8,7,10,3,4,1
User22174,4,3,7,5,6,7,10,10,10,1
User22175,2,1,2,3,4,9,6,10,2,2
User22176,2,3,2,5,9,5,8,8,3,9
User22177,6,2,2,2,9,9,5,4,6,10
User22178,7,8,3,1,8,7,2,9,10,6
User22179,5,10,6,7,10,5,4,4,3,3
User22180,5,2,3,9,5,10,5,10,2,2
User22181,2,6,8,2,5,7,7,8,5,10
User22182,8,7,4,6,5,5,4,7,9,1
User22183,2,5,5,6,2,2,9,4,7,3
User22184,1,8,4,8,7,10,2,7,2,7
User22185,4,6,6,6,6,3,5,5,2,8
User22186,3,8,5,8,10,4,2,1,6,9
User22187,5,2,2,9,6,1,8,2,1,7
User22188,8,8,6,8,6,9,2,6,5,8
User22189,1,1,3,5,9,9,6,7,10,7
User22190,7,3,1,6,9,7,7,2,9,7
User22191,3,9,9,10,2,10,7,1,6,5
User22192,1,1,10,5,2,6,8,7,3,5
User22193,9,6,9,8,2,5,1,6,8,5
User22194,1,4,6,8,3,9,1,5,9,3
User22195,5,3,10,1,6,1,6,1,10,3
User22196,5,3,7,1,6,8,2,10,1,7
User22197,5,8,7,7,3,6,4,1,8,4
User22198,8,1,9,4,5,6,2,2,4,2
User22199,5,8,5,2,6,10,4,2,1,3
User22200,9,3,4,5,2,8,8,6,4,2
User22201,5,7,7,6,10,10,10,9,4,2
User22202,3,1,8,9,2,8,5,3,8,3
User22203,10,5,3,9,1,10,5,4,1,10
User22204,9,8,5,1,9,8,9,3,1,6
User22205,4,5,1,9,7,4,3,5,10,6
User22206,6,7,7,2,6,2,2,1,9,7
User22207,10,9,4,10,6,8,7,4,9,2
User22208,6,7,2,6,5,6,3,6,1,7
User22209,3,6,10,6,1,1,3,6,8,6
User22210,7,9,7,2,8,6,10,7,3,8
User22211,10,5,5,7,1,1,7,4,2,3
User22212,1,5,9,9,4,6,4,5,8,4
User22213,2,1,9,2,10,4,3,8,10,8
User22214,10,9,4,4,1,10,4,6,3,1
User22215,3,9,10,3,4,9,7,7,4,3
User22216,7,6,1,6,4,5,10,1,6,3
User22217,4,1,3,8,6,8,9,7,2,4
User22218,10,6,8,10,4,6,4,10,1,2
User22219,1,8,9,2,5,4,10,6,2,2
User22220,7,4,2,1,8,4,9,1,3,7
User22221,9,7,5,9,10,6,9,10,3,8
User22222,4,2,3,8,10,8,3,7,6,7
User22223,5,4,1,8,7,8,2,1,3,4
User22224,6,7,4,4,6,4,7,7,5,10
User22225,4,2,6,3,6,4,8,5,5,6
User22226,2,7,2,7,8,3,7,10,6,9
User22227,5,1,9,3,3,8,6,6,8,3
User22228,1,3,10,1,3,10,6,1,3,1
User22229,8,3,8,8,2,3,9,3,8,8
User22230,10,4,6,9,2,7,9,7,8,2
User22231,9,1,8,6,1,8,1,10,8,3
User22232,4,9,8,5,4,2,3,9,8,3
User22233,7,5,2,1,6,4,7,4,10,2
User22234,5,9,9,5,7,2,1,1,6,5
User22235,1,8,10,5,7,1,6,7,2,3
User22236,3,4,9,8,8,7,8,1,1,3
User22237,2,7,10,2,6,7,5,9,1,3
User22238,4,6,10,4,3,4,2,3,5,9
User22239,5,5,9,4,3,9,7,2,7,7
User22240,4,1,8,4,1,3,4,3,5,10
User22241,9,3,1,6,4,8,2,4,4,8
User22242,10,4,6,7,5,10,6,5,10,2
User22243,2,8,8,6,1,5,9,5,7,9
User22244,6,4,9,2,9,10,8,6,10,1
User22245,3,3,8,4,2,3,9,3,2,4
User22246,4,8,8,4,1,4,9,1,2,5
User22247,9,6,4,3,2,1,10,5,1,10
User22248,1,1,6,3,3,1,9,4,5,5
User22249,2,9,3,9,10,4,10,3,5,4
User22250,9,8,4,6,4,7,7,5,4,7
User22251,9,4,10,10,7,4,2,10,3,3
User22252,8,7,5,1,2,5,7,2,1,10
User22253,9,4,8,7,7,10,3,5,10,7
User22254,10,3,4,4,10,10,1,1,1,6
User22255,8,6,8,9,6,7,9,5,9,3
User22256,9,7,2,9,2,9,4,1,9,3
User22257,2,5,5,4,5,10,8,7,10,1
User22258,7,8,1,3,2,7,8,6,5,7
User22259,5,9,7,4,4,2,10,9,10,4
User22260,5,2,2,7,10,9,9,10,1,3
User22261,9,3,4,8,3,6,1,2,1,8
User22262,5,7,8,3,4,9,10,1,8,8
User22263,7,1,10,7,5,9,5,8,1,1
User22264,5,4,3,1,1,10,7,7,7,10
User22265,8,4,1,8,9,10,3,8,2,1
User22266,9,9,9,6,3,9,2,2,10,5
User22267,2,7,6,6,5,10,10,10,5,10
User22268,10,6,5,4,6,9,8,8,4,4
User22269,4,9,4,4,1,6,4,2,10,6
User22270,10,4,4,3,1,2,10,2,9,7
User22271,8,7,7,7,4,3,1,7,5,2
User22272,9,10,6,8,7,6,9,5,9,5
User22273,9,4,5,3,9,6,1,3,1,8
User22274,4,1,5,9,1,3,7,8,5,5
User22275,5,9,2,3,2,9,3,5,8,2
User22276,7,2,4,1,5,6,5,8,3,8
User22277,2,1,5,1,5,5,1,7,9,7
User22278,2,7,9,6,5,7,5,4,1,6
User22279,9,6,3,5,8,1,10,4,7,6
User22280,1,2,7,2,9,10,1,3,7,7
User22281,1,8,3,8,8,2,5,7,5,2
User22282,8,7,2,9,1,1,9,10,2,3
User22283,5,4,4,3,10,5,8,3,2,3
User22284,5,9,3,4,8,5,5,5,1,8
User22285,5,3,5,10,6,7,3,9,4,7
User22286,2,8,3,5,2,9,6,9,9,4
User22287,6,7,5,10,5,1,3,1,9,2
User22288,1,7,5,2,9,3,1,8,6,1
User22289,5,4,8,6,6,7,3,6,8,6
User22290,1,10,5,1,2,6,2,6,3,4
User22291,4,10,9,10,1,10,4,8,6,7
User22292,5,5,9,6,5,10,2,10,7,6
User22293,4,7,1,8,2,7,2,8,3,3
User22294,7,10,1,4,4,6,3,7,7,2
User22295,9,1,5,5,8,7,3,2,6,5
User22296,6,7,1,1,9,3,4,1,5,7
User22297,8,10,2,1,6,10,3,9,2,3
User22298,7,2,1,6,9,8,3,6,5,7
User22299,8,7,1,8,6,6,6,5,4,7
User22300,9,7,10,5,4,2,3,10,6,7
User22301,4,3,7,10,6,1,4,5,6,5
User22302,9,2,10,8,9,1,3,10,7,10
User22303,10,4,7,8,5,9,2,3,5,6
User22304,2,4,8,9,2,4,3,3,3,4
User22305,4,7,9,4,1,3,6,10,3,5
User22306,5,1,2,9,10,8,2,10,4,9
User22307,9,8,10,9,3,2,4,9,8,6
User22308,8,1,7,3,4,6,4,10,5,9
User22309,8,5,1,2,7,5,9,8,7,1
User22310,6,1,6,2,5,8,3,5,3,8
User22311,3,2,8,2,9,2,4,1,10,5
User22312,10,8,8,5,3,8,10,7,2,2
User22313,3,9,7,7,3,2,8,6,1,9
User22314,7,9,3,10,4,4,10,4,10,5
User22315,7,8,9,6,7,8,3,1,9,4
User22316,10,8,2,9,5,9,3,5,10,4
User22317,4,2,2,5,9,5,3,7,4,10
User22318,2,3,10,8,7,7,10,6,3,4
User22319,4,7,2,9,6,5,5,3,1,6
User22320,2,10,8,8,6,1,2,2,8,6
User22321,9,6,6,5,3,1,7,7,8,8
User22322,7,5,4,6,4,10,9,10,7,6
User22323,6,5,2,5,2,6,8,4,1,6
User22324,6,10,1,3,3,6,7,5,5,4
User22325,3,1,10,3,5,9,7,1,5,7
User22326,8,4,8,2,1,9,1,7,6,3
User22327,8,2,10,8,2,5,10,8,4,4
User22328,5,9,5,10,1,9,7,4,5,10
User22329,10,9,5,5,9,5,9,8,1,4
User22330,8,2,8,3,5,4,7,5,3,7
User22331,2,9,5,6,3,6,1,4,8,9
User22332,1,6,7,10,10,9,10,6,7,2
User22333,7,5,8,10,2,6,7,6,2,5
User22334,10,7,10,3,9,4,5,9,10,6
User22335,5,7,3,8,10,9,5,2,5,10
User22336,5,4,1,4,10,4,3,4,8,3
User22337,5,10,9,10,2,8,7,1,8,1
User22338,4,5,7,3,8,2,7,7,4,8
User22339,1,7,7,4,8,7,3,1,7,8
User22340,10,9,8,6,10,2,3,8,4,9
User22341,9,3,2,9,5,5,5,2,4,2
User22342,4,7,6,2,9,8,3,10,8,7
User22343,2,9,4,5,5,1,2,8,5,3
User22344,3,8,5,6,10,2,6,10,5,1
User22345,9,10,3,5,10,9,2,8,6,3
User22346,2,7,2,8,2,7,3,8,6,8
User22347,3,9,1,6,9,7,6,10,3,10
User22348,2,10,7,4,5,7,1,10,3,9
User22349,8,10,9,7,2,6,3,9,3,6
User22350,10,8,8,3,4,3,7,1,8,2
User22351,9,9,5,6,5,5,3,7,4,7
User22352,2,1,8,4,6,9,3,9,8,2
User22353,3,4,5,1,7,1,7,8,1,7
User22354,6,9,4,9,1,8,7,6,6,10
User22355,1,10,6,5,7,8,3,3,1,7
User22356,7,3,2,8,4,7,1,3,4,8
User22357,2,1,3,4,8,2,3,7,2,3
User22358,3,10,7,2,9,6,8,5,8,5
User22359,8,4,4,8,5,4,7,7,10,5
User22360,8,9,3,4,10,8,1,2,7,2
User22361,8,3,3,10,7,8,9,8,9,4
User22362,6,4,1,4,4,4,4,9,6,3
User22363,7,4,2,6,8,9,6,7,7,8
User22364,2,10,8,2,8,6,3,3,2,7
User22365,8,3,5,8,7,1,6,5,8,5
User22366,1,10,6,8,7,10,2,1,3,2
User22367,10,1,3,7,3,4,6,4,5,10
User22368,2,2,8,6,1,1,2,6,8,8
User22369,5,1,6,5,9,3,4,2,7,9
User22370,1,7,5,1,10,5,5,8,1,3
User22371,9,9,7,6,7,6,10,4,10,9
User22372,1,6,6,10,2,5,2,8,3,7
User22373,7,3,2,5,5,10,8,8,6,4
User22374,2,8,6,3,6,5,3,2,3,6
User22375,7,8,2,5,5,7,8,8,4,7
User22376,6,10,5,10,3,5,2,9,10,2
User22377,1,9,10,6,1,3,8,3,4,10
User22378,4,8,5,7,4,9,7,5,10,6
User22379,5,1,9,1,3,5,7,9,7,7
User22380,1,8,1,4,8,2,5,6,1,2
User22381,8,7,3,6,9,10,5,10,6,8
User22382,7,9,6,3,10,9,4,6,8,1
User22383,4,7,5,8,3,4,3,8,3,2
User22384,6,7,8,1,2,5,1,4,8,6
User22385,9,9,8,1,3,10,5,3,5,4
User22386,8,7,10,10,6,8,6,1,10,5
User22387,6,5,3,9,4,10,6,6,6,2
User22388,7,6,2,6,5,8,4,6,9,1
User22389,7,5,3,6,9,10,8,9,1,2
User22390,7,5,3,3,9,5,8,3,5,3
User22391,7,7,4,5,7,5,6,4,10,1
User22392,6,10,6,7,4,9,7,3,7,5
User22393,1,1,1,1,9,7,5,10,10,8
User22394,3,5,8,3,8,5,3,4,7,8
User22395,6,3,6,3,8,4,5,8,2,5
User22396,1,5,9,2,8,10,7,9,4,4
User22397,4,7,10,5,7,7,5,2,2,10
User22398,7,3,8,9,7,2,1,10,2,5
User22399,10,10,2,3,2,3,9,8,8,9
User22400,7,8,3,9,5,8,5,3,4,6
User22401,5,8,6,9,3,7,5,10,3,8
User22402,1,3,6,4,8,4,10,1,7,3
User22403,9,3,8,9,1,6,3,2,7,8
User22404,10,4,4,5,1,2,1,8,2,10
User22405,2,8,9,10,10,5,10,3,1,3
User22406,8,1,5,5,10,3,4,1,8,8
User22407,3,2,6,4,7,1,9,6,10,10
User22408,4,1,1,10,3,9,3,3,4,6
User22409,5,2,1,3,3,4,9,1,3,9
User22410,10,4,2,3,10,8,1,1,5,3
User22411,6,10,3,5,3,10,6,2,3,8
User22412,5,5,5,5,2,4,2,9,10,2
User22413,1,1,3,2,5,7,10,1,7,5
User22414,3,1,3,2,8,2,8,6,2,10
User22415,3,6,6,4,4,3,2,10,1,10
User22416,3,10,4,2,8,7,8,5,10,8
User22417,6,3,7,10,1,10,10,4,3,8
User22418,10,2,3,7,4,10,4,2,2,1
User22419,4,2,10,7,6,5,1,10,9,1
User22420,1,10,1,9,2,5,3,5,8,1
User22421,10,9,9,2,3,1,9,1,3,2
User22422,2,1,1,9,8,8,9,1,1,10
User22423,7,1,1,7,5,2,10,3,3,9
User22424,5,3,6,2,3,1,3,7,5,9
User22425,8,2,2,5,3,4,1,10,3,6
User22426,10,7,10,7,9,9,8,3,4,9
User22427,2,7,3,8,6,10,8,3,1,6
User22428,7,5,3,4,1,4,1,9,6,6
User22429,7,2,3,10,7,2,9,7,3,6
User22430,3,1,4,5,7,2,1,2,3,1
User22431,2,8,8,9,3,9,7,4,1,2
User22432,3,5,3,2,5,7,1,9,9,2
User22433,8,10,4,7,10,1,7,3,1,8
User22434,8,2,6,4,5,2,9,3,4,2
User22435,6,1,8,5,9,9,9,2,4,9
User22436,7,7,1,10,4,6,10,4,1,5
User22437,2,10,1,6,9,6,8,5,4,3
User22438,8,10,2,8,4,3,10,1,5,6
User22439,4,7,4,7,2,2,5,4,10,2
User22440,1,10,9,6,10,9,10,7,2,7
User22441,10,8,1,8,9,1,1,7,6,10
User22442,10,10,1,8,10,5,1,8,3,2
User22443,5,8,10,10,5,1,6,4,6,4
User22444,9,4,2,9,1,6,7,2,10,8
User22445,3,1,3,8,7,2,3,2,2,9
User22446,5,1,3,5,9,6,9,8,9,1
User22447,7,6,6,5,7,3,5,5,9,1
User22448,7,9,3,2,3,1,9,5,6,9
User22449,2,9,3,7,7,8,9,7,6,5
User22450,7,6,8,2,10,3,1,1,4,2
User22451,7,5,2,10,7,2,10,10,8,8
User22452,10,6,2,10,10,1,2,8,7,4
User22453,7,2,6,9,1,8,5,3,1,7
User22454,10,7,10,3,4,8,5,1,8,8
User22455,1,5,3,5,3,5,10,8,7,1
User22456,2,7,8,5,8,4,7,10,5,4
User22457,9,5,3,3,10,1,2,4,7,10
User22458,4,7,8,3,9,10,2,7,10,9
User22459,8,10,7,3,6,4,10,3,8,4
User22460,2,2,3,5,9,1,9,3,9,6
User22461,2,3,9,3,4,2,3,1,9,1
User22462,8,2,10,7,7,3,5,5,10,6
User22463,10,5,3,4,10,2,6,5,6,3
User22464,6,7,7,5,7,6,9,2,4,4
User22465,5,5,3,2,9,6,2,2,2,9
User22466,9,6,5,5,1,10,3,6,1,2
User22467,4,6,1,2,4,4,10,5,8,7
User22468,8,9,8,5,1,4,2,3,7,2
User22469,9,4,5,6,7,2,10,4,3,1
User22470,1,1,4,6,7,5,8,3,5,6
User22471,1,5,8,6,7,7,1,3,6,10
User22472,5,6,9,8,1,10,3,7,6,8
User22473,3,3,9,3,8,3,6,10,1,9
User22474,3,9,6,4,9,7,9,3,9,6
User22475,2,6,1,3,8,6,4,9,3,9
User22476,8,2,10,10,2,4,3,8,7,6
User22477,7,3,10,8,7,1,3,8,8,6
User22478,8,6,8,8,1,6,2,7,9,2
User22479,10,10,8,4,3,6,6,9,7,10
User22480,7,3,10,9,8,10,6,6,9,7
User22481,2,1,7,8,6,2,6,4,7,7
User22482,6,1,7,10,5,8,10,3,6,10
User22483,4,3,10,10,1,1,6,10,4,5
User22484,6,9,7,10,3,6,1,5,8,10
User22485,2,5,5,4,8,1,2,9,3,1
User22486,7,2,4,7,9,5,6,1,6,8
User22487,7,8,6,4,3,5,7,1,1,3
User22488,7,6,2,4,6,9,5,7,9,7
User22489,5,3,3,3,6,1,5,5,7,5
User22490,5,6,6,3,7,8,3,3,10,6
User22491,4,2,10,2,7,10,7,1,3,6
User22492,2,8,10,1,5,5,8,9,1,2
User22493,8,9,1,9,8,6,2,9,5,7
User22494,2,4,6,8,1,3,2,7,5,4
User22495,2,6,2,4,10,7,6,7,8,7
User22496,1,1,6,2,1,7,8,7,9,6
User22497,5,6,8,8,2,8,6,4,2,3
User22498,6,6,9,7,2,10,4,9,3,3
User22499,1,6,1,4,3,5,10,2,6,6
User22500,9,4,8,2,1,6,5,9,8,5
User22501,9,3,9,8,7,9,4,7,1,3
User22502,2,3,10,6,10,8,7,8,9,9
User22503,3,10,4,6,6,10,1,6,1,9
User22504,6,10,6,4,5,3,4,9,5,2
User22505,8,5,5,10,10,6,2,8,5,10
User22506,8,10,10,10,9,4,10,1,8,1
User22507,4,9,8,9,2,8,2,8,5,3
User22508,9,9,10,3,2,7,7,2,7,2
User22509,5,9,8,9,2,1,6,5,4,4
User22510,7,2,9,8,10,2,4,6,6,8
User22511,3,10,9,1,5,3,9,9,1,2
User22512,4,6,8,8,7,1,6,4,8,9
User22513,6,8,6,9,8,5,3,6,4,1
User22514,1,2,6,7,3,10,10,8,4,9
User22515,6,6,5,1,8,10,3,3,7,7
User22516,5,5,3,4,5,5,7,4,3,1
User22517,3,4,9,3,10,1,8,9,6,10
User22518,7,1,9,9,9,4,1,3,5,6
User22519,4,1,6,8,10,7,10,2,6,3
User22520,8,9,2,8,2,4,2,5,8,2
User22521,5,6,4,1,3,1,5,2,9,3
User22522,4,7,1,7,5,5,2,3,1,5
User22523,7,5,6,4,8,8,8,6,8,4
User22524,6,9,10,2,1,9,3,6,8,4
User22525,5,5,6,1,7,1,7,3,5,3
User22526,1,7,9,5,7,6,2,10,8,6
User22527,5,5,2,9,7,9,7,6,9,9
User22528,1,4,1,3,6,5,1,1,1,1
User22529,2,6,7,3,10,1,10,9,8,6
User22530,3,6,10,4,5,5,3,3,7,1
User22531,3,2,4,10,9,10,9,6,10,3
User22532,7,3,9,4,9,6,8,6,9,6
User22533,5,2,7,4,10,5,9,7,4,3
User22534,9,7,4,6,7,7,3,9,6,7
User22535,2,5,3,2,3,10,1,2,9,5
User22536,2,2,4,5,6,10,6,6,9,4
User22537,2,1,4,3,7,2,9,8,3,8
User22538,8,10,6,2,9,4,9,5,8,8
User22539,6,6,6,10,1,7,9,6,8,3
User22540,5,6,3,4,5,10,1,2,7,9
User22541,6,7,5,2,6,6,1,8,8,4
User22542,2,4,3,10,3,4,5,7,4,1
User22543,6,7,4,7,4,3,10,3,1,10
User22544,9,3,5,1,2,10,10,5,6,2
User22545,7,3,6,1,10,4,3,7,6,7
User22546,1,4,1,1,3,5,8,4,10,5
User22547,4,9,1,2,2,4,6,10,10,9
User22548,6,6,2,3,10,9,5,2,5,3
User22549,2,3,5,4,6,10,7,2,7,9
User22550,2,9,1,4,2,9,7,5,3,3
User22551,3,6,8,7,5,10,10,8,2,1
User22552,4,2,10,3,10,10,5,1,10,2
User22553,10,4,7,9,6,5,3,3,2,9
User22554,1,7,7,4,9,6,8,10,8,7
User22555,10,2,3,5,10,2,9,5,10,1
User22556,4,7,7,10,1,3,5,6,4,1
User22557,9,3,10,4,6,4,2,1,8,3
User22558,9,5,6,6,3,9,7,2,8,3
User22559,6,10,5,3,8,1,6,9,4,6
User22560,4,5,6,6,4,6,5,8,2,4
User22561,5,8,6,10,7,6,1,8,7,10
User22562,6,4,4,6,8,2,4,3,10,10
User22563,6,2,8,8,1,5,7,10,6,7
User22564,9,3,3,10,1,8,10,3,9,2
User22565,4,5,2,3,8,10,4,6,3,10
User22566,5,3,6,5,2,4,7,9,10,8
User22567,4,4,1,2,7,3,8,5,2,6
User22568,9,3,1,3,1,5,4,8,3,1
User22569,4,9,3,7,6,6,2,8,1,3
User22570,10,5,3,3,7,2,6,4,3,1
User22571,9,10,8,10,6,2,5,8,10,8
User22572,10,2,8,8,8,10,5,5,6,10
User22573,4,10,7,10,1,3,9,9,8,3
User22574,9,10,7,5,9,9,1,9,8,3
User22575,3,2,5,2,1,4,10,2,6,4
User22576,3,2,8,1,3,8,6,2,6,6
User22577,8,7,5,8,7,8,9,5,10,4
User22578,6,6,1,9,9,6,9,4,4,10
User22579,8,7,1,5,2,8,10,9,8,2
User22580,8,4,2,4,7,1,5,3,8,9
User22581,9,3,2,6,3,10,3,10,1,3
User22582,2,2,10,4,6,5,9,2,6,6
User22583,1,5,3,8,6,7,2,8,5,8
User22584,6,5,9,3,7,7,10,1,7,10
User22585,9,1,1,1,2,3,5,7,10,4
User22586,8,3,6,4,4,10,7,10,3,2
User22587,1,6,4,5,9,1,1,3,8,10
User22588,9,7,7,7,4,4,5,10,4,1
User22589,1,8,6,3,8,5,4,6,3,1
User22590,5,2,5,4,9,3,9,4,7,7
User22591,6,4,4,6,8,7,1,8,4,9
User22592,9,1,10,9,7,9,7,7,6,9
User22593,7,5,2,7,3,8,5,5,9,9
User22594,1,6,10,8,2,10,6,7,6,3
User22595,10,1,5,2,3,8,6,10,4,10
User22596,2,4,5,7,5,4,9,6,1,7
User22597,6,7,4,4,9,7,6,2,1,2
User22598,8,2,10,3,7,6,10,2,3,7
User22599,3,5,7,3,1,9,4,1,8,10
User22600,1,4,1,8,2,4,2,9,5,7
User22601,10,5,4,9,6,5,10,7,1,4
User22602,9,8,4,6,10,2,2,9,4,2
User22603,5,10,5,5,7,1,9,6,7,8
User22604,10,6,8,10,7,7,9,3,7,9
User22605,5,10,7,7,9,6,9,9,5,10
User22606,5,2,10,5,5,4,1,4,5,1
User22607,6,3,8,3,2,9,7,4,8,2
User22608,8,5,2,6,10,2,7,3,2,9
User22609,1,7,7,1,2,8,9,2,6,7
User22610,8,3,4,8,2,3,1,1,4,7
User22611,10,2,6,1,6,10,9,9,7,2
User22612,3,5,4,8,1,6,7,6,10,9
User22613,10,5,3,1,8,4,7,7,3,1
User22614,3,3,7,10,3,5,10,4,10,3
User22615,1,5,7,6,8,2,10,4,6,6
User22616,10,10,5,2,10,6,4,3,6,5
User22617,7,10,3,2,7,6,3,4,5,2
User22618,8,3,6,1,3,5,2,6,7,10
User22619,7,7,10,2,6,9,4,1,7,1
User22620,10,10,1,4,4,3,3,8,2,4
User22621,2,4,10,7,1,1,3,3,8,6
User22622,10,10,8,1,2,3,1,10,6,8
User22623,7,1,5,10,9,7,3,4,7,4
User22624,1,10,3,5,1,4,10,1,6,2
User22625,2,9,8,8,10,8,9,2,8,10
User22626,7,9,4,3,7,10,5,3,7,4
User22627,7,6,2,7,2,10,4,1,9,6
User22628,6,8,8,1,6,10,5,9,1,9
User22629,9,4,6,4,4,9,9,4,10,9
User22630,5,2,7,4,3,3,4,6,10,7
User22631,9,8,1,2,2,6,10,10,6,1
User22632,10,5,1,6,5,1,1,1,6,1
User22633,3,10,5,4,9,3,5,4,9,10
User22634,2,3,3,10,6,5,3,9,10,6
User22635,10,6,4,3,6,3,2,1,5,9
User22636,10,10,9,4,1,1,5,8,6,3
User22637,4,9,2,2,7,8,4,8,8,9
User22638,3,8,5,6,10,6,4,4,3,8
User22639,2,6,7,4,9,1,1,3,7,6
User22640,10,4,4,9,5,8,1,10,7,10
User22641,2,10,6,2,3,4,9,10,2,8
User22642,9,10,7,9,2,8,4,3,1,6
User22643,1,5,2,3,3,7,3,5,6,9
User22644,2,5,4,8,1,8,10,1,4,7
User22645,9,7,4,1,7,7,8,3,2,7
User22646,7,2,8,1,10,9,6,9,3,10
User22647,2,4,1,6,6,8,7,3,8,6
User22648,6,6,10,5,4,2,2,1,2,9
User22649,9,8,5,8,2,10,5,9,1,7
User22650,5,2,2,7,10,7,6,9,10,4
User22651,1,8,5,10,4,8,5,10,2,1
User22652,3,8,8,8,3,1,9,8,9,8
User22653,6,4,8,9,4,7,3,7,7,6
User22654,7,9,8,4,3,10,5,9,6,5
User22655,2,7,1,6,1,6,2,6,1,5
User22656,6,5,6,10,7,7,1,5,8,4
User22657,8,2,1,3,9,2,8,5,9,4
User22658,3,9,2,2,8,9,4,2,8,6
User22659,3,9,2,3,6,8,8,2,4,10
User22660,3,9,2,9,5,9,9,10,6,8
User22661,7,3,6,5,6,6,6,4,8,5
User22662,5,5,9,9,7,1,10,2,8,1
User22663,3,9,9,8,4,3,4,10,8,4
User22664,10,9,10,5,8,9,9,3,9,1
User22665,3,2,3,5,1,9,7,9,1,5
User22666,6,4,9,9,4,10,3,7,8,10
User22667,10,10,7,2,1,4,6,9,6,4
User22668,2,5,7,4,3,2,10,8,4,4
User22669,1,4,2,8,6,7,10,7,8,3
User22670,8,8,7,3,1,7,8,6,7,10
User22671,9,7,3,6,7,9,5,5,6,8
User22672,6,1,7,8,2,1,4,2,2,5
User22673,5,6,4,10,8,2,6,3,1,9
User22674,3,2,2,4,3,7,5,2,9,10
User22675,7,1,4,2,9,4,7,5,9,10
User22676,9,6,2,7,1,6,4,10,10,10
User22677,9,8,4,1,4,4,9,5,8,7
User22678,8,6,4,7,1,3,3,2,10,8
User22679,1,7,7,10,1,9,4,7,10,10
User22680,1,6,9,5,1,10,3,3,1,2
User22681,8,10,8,10,2,1,2,9,8,7
User22682,2,8,2,1,3,8,5,4,4,8
User22683,3,6,7,4,10,3,6,1,5,7
User22684,6,1,2,10,9,9,7,7,10,7
User22685,2,1,3,7,4,6,10,6,5,6
User22686,9,10,1,4,4,9,2,3,2,8
User22687,1,6,10,6,5,4,4,3,8,7
User22688,1,6,4,8,6,3,8,4,9,10
User22689,1,5,9,2,1,4,9,6,9,9
User22690,2,7,9,5,3,9,10,6,8,6
User22691,8,9,3,10,1,4,4,2,1,10
User22692,10,6,3,7,5,3,4,3,7,5
User22693,3,2,4,1,8,9,3,7,8,10
User22694,8,3,3,4,6,8,3,6,6,6
User22695,3,5,4,8,2,3,7,2,7,8
User22696,10,7,10,8,1,6,3,5,4,1
User22697,7,3,3,5,8,3,10,8,10,5
User22698,8,7,7,10,5,1,10,7,9,3
User22699,10,8,2,4,5,8,10,9,5,6
User22700,2,6,10,9,9,1,8,6,8,1
User22701,10,3,9,3,1,10,3,1,1,6
User22702,9,7,4,3,4,1,8,2,1,10
User22703,7,7,7,2,10,8,7,1,3,3
User22704,3,3,4,6,3,6,8,3,6,2
User22705,9,5,5,3,5,1,6,6,7,10
User22706,5,9,9,1,6,5,2,1,1,7
User22707,4,6,10,3,4,3,7,8,1,9
User22708,4,7,4,3,9,1,9,1,1,6
User22709,1,3,4,8,10,8,1,2,3,2
User22710,8,9,5,10,9,3,2,5,1,5
User22711,10,4,2,8,4,1,5,5,2,3
User22712,7,9,10,10,4,1,2,7,1,8
User22713,1,3,2,8,8,9,7,5,1,2
User22714,7,9,10,2,1,5,8,8,10,1
User22715,2,7,3,10,2,2,8,5,5,3
User22716,2,7,9,6,5,10,2,8,7,9
User22717,6,7,1,5,3,5,1,10,9,6
User22718,10,8,1,1,10,4,3,5,7,1
User22719,3,2,9,5,5,4,7,7,4,9
User22720,10,1,2,7,5,1,9,7,2,8
